inventory_id,snapshot_date,store_id,product_id,opening_stock,units_sold,units_received,closing_stock
INV0000277,2025-01-01,NS008,P0020,48,26,99,121
INV0001453,2025-03-01,NS012,P0050,136,73,61,124
INV0002159,2025-05-01,NS002,P0035,92,86,82,88
INV0000169,2025-01-01,NS005,P0001,161,33,45,173
INV0004500,2025-09-01,NS009,P0023,41,9,7,39
INV0004145,2025-08-01,NS014,P0042,163,91,89,161
INV0003308,2025-07-01,NS005,P0001,180,27,92,245
INV0003920,2025-08-01,NS007,P0022,164,124,65,105
INV0006209,2025-12-01,NS013,P0039,127,13,24,138
INV0001105,2025-03-01,NS002,P0008,37,17,7,27
INV0001692,2025-04-01,NS004,P0048,103,1,2,104
INV0004465,2025-09-01,NS008,P0033,75,69,64,70
INV0004527,2025-09-01,NS010,P0027,97,17,74,154
INV0004842,2025-10-01,NS004,P0048,59,31,12,40
INV0002292,2025-05-01,NS006,P0026,52,35,76,93
INV0004163,2025-08-01,NS014,P0016,199,92,27,134
INV0000181,2025-01-01,NS006,P0002,106,84,42,64
INV0003731,2025-08-01,NS002,P0026,159,133,43,69
INV0003176,2025-07-01,NS001,P0049,54,36,92,110
INV0004702,2025-09-01,NS015,P0001,190,138,99,151
INV0002248,2025-05-01,NS005,P0037,97,37,51,111
INV0001646,2025-04-01,NS003,P0050,35,13,14,36
INV0001307,2025-03-01,NS008,P0007,21,3,77,95
INV0000212,2025-01-01,NS007,P0008,142,57,89,174
INV0002310,2025-05-01,NS006,P0002,21,1,4,24
INV0004542,2025-09-01,NS010,P0045,87,36,30,81
INV0003519,2025-07-01,NS011,P0005,91,50,19,60
INV0004621,2025-09-01,NS013,P0045,80,36,15,59
INV0001940,2025-04-01,NS011,P0036,152,86,68,134
INV0000270,2025-01-01,NS008,P0004,85,23,4,66
INV0001099,2025-03-01,NS002,P0050,196,64,71,203
INV0002446,2025-05-01,NS010,P0045,71,36,54,89
INV0005103,2025-10-01,NS011,P0004,35,11,57,81
INV0003161,2025-07-01,NS001,P0009,49,14,2,37
INV0004918,2025-10-01,NS006,P0010,93,2,20,111
INV0005385,2025-11-01,NS004,P0016,27,2,40,65
INV0002534,2025-05-01,NS013,P0003,194,109,4,89
INV0002684,2025-06-01,NS002,P0006,177,91,2,88
INV0003449,2025-07-01,NS009,P0004,126,49,71,148
INV0004233,2025-09-01,NS001,P0015,82,56,23,49
INV0005803,2025-12-01,NS001,P0041,77,47,84,114
INV0003175,2025-07-01,NS001,P0033,31,4,59,86
INV0002059,2025-04-01,NS014,P0027,80,28,72,124
INV0003837,2025-08-01,NS005,P0050,117,44,91,164
INV0000566,2025-02-01,NS002,P0022,74,21,11,64
INV0004228,2025-09-01,NS001,P0040,48,35,100,113
INV0000208,2025-01-01,NS006,P0005,46,19,29,56
INV0003323,2025-07-01,NS005,P0008,198,7,6,197
INV0001760,2025-04-01,NS006,P0015,139,40,63,162
INV0000010,2025-01-01,NS001,P0007,143,3,88,228
INV0005927,2025-12-01,NS005,P0039,179,158,12,33
INV0001817,2025-04-01,NS007,P0003,192,92,45,145
INV0004064,2025-08-01,NS012,P0008,114,67,54,101
INV0004157,2025-08-01,NS014,P0026,52,24,34,62
INV0004908,2025-10-01,NS006,P0003,66,41,32,57
INV0001067,2025-03-01,NS001,P0035,122,23,,187
INV0005985,2025-12-01,NS006,P0028,120,4,32,148
INV0002643,2025-06-01,NS001,P0024,126,46,94,174
INV0003687,2025-08-01,NS001,P0049,82,34,4,52
INV0005225,2025-10-01,NS015,P0012,193,157,3,39
INV0006104,2025-12-01,NS010,P0031,157,82,56,131
INV0004577,2025-09-01,NS011,P0008,89,10,91,170
INV0000084,2025-01-01,NS003,P0030,128,32,16,112
INV0000062,2025-01-01,NS002,P0012,123,44,56,135
INV0002392,2025-05-01,NS009,P0038,59,15,47,91
INV0006019,2025-12-01,NS007,P0031,158,64,90,184
INV0002632,2025-06-01,NS001,P0039,130,73,83,140
INV0005641,2025-11-01,NS012,P0015,70,57,80,93
INV0001965,2025-04-01,NS012,P0031,91,2,40,129
INV0001424,2025-03-01,NS011,P0010,50,25,46,71
INV0005860,2025-12-01,NS003,P0032,94,25,11,80
INV0000876,2025-02-01,NS011,P0004,104,51,58,111
INV0002070,2025-04-01,NS015,P0046,76,52,48,72
INV0004116,2025-08-01,NS013,P0012,104,50,85,139
INV0003439,2025-07-01,NS009,P0046,96,3,29,122
INV0004971,2025-10-01,NS008,P0002,174,10,55,219
INV0001045,2025-02-01,NS015,P0041,20,5,89,104
INV0002833,2025-06-01,NS006,P0028,138,107,11,42
INV0005823,2025-12-01,NS002,P0039,35,30,69,74
INV0000632,2025-02-01,NS004,P0030,124,90,4,38
INV0001978,2025-04-01,NS012,P0048,53,1,26,78
INV0003573,2025-07-01,NS013,P0025,142,58,9,93
INV0000231,2025-01-01,NS007,P0004,128,96,52,84
INV0001496,2025-03-01,NS013,P0031,177,163,23,37
INV0006184,2025-12-01,NS012,P0027,140,103,40,77
INV0000881,2025-02-01,NS011,P0030,140,4,43,179
INV0003636,2025-07-01,NS014,P0045,191,18,48,221
INV0005740,2025-11-01,NS014,P0042,127,74,30,83
INV0004304,2025-09-01,NS003,P0036,200,174,48,74
INV0001840,2025-04-01,NS008,P0007,46,26,89,109
INV0000189,2025-01-01,NS006,P0044,55,41,87,101
INV0002707,2025-06-01,NS003,P0013,166,112,5,59
INV0005141,2025-10-01,NS012,P0027,48,19,73,102
INV0002553,2025-05-01,NS013,P0009,141,18,100,223
INV0002404,2025-05-01,NS009,P0020,120,95,71,96
INV0001073,2025-03-01,NS001,P0036,129,105,92,116
INV0000957,2025-02-01,NS013,P0018,104,79,31,56
INV0005904,2025-12-01,NS004,P0012,69,42,87,114
INV0002520,2025-05-01,NS012,P0015,29,8,41,62
INV0001393,2025-03-01,NS010,P0038,66,60,,12
INV0006295,2025-12-01,NS015,P0002,40,0,90,130
INV0004361,2025-09-01,NS005,P0038,173,95,,133
INV0004806,2025-10-01,NS003,P0027,63,55,95,103
INV0004420,2025-09-01,NS007,P0018,91,4,15,102
INV0001110,2025-03-01,NS002,P0049,160,45,39,154
INV0000173,2025-01-01,NS005,P0049,31,9,57,79
INV0001598,2025-04-01,NS001,P0010,49,5,84,128
INV0004912,2025-10-01,NS006,P0008,22,12,81,91
INV0005696,2025-11-01,NS013,P0001,176,6,5,175
INV0005008,2025-10-01,NS009,P0010,86,14,65,137
INV0003602,2025-07-01,NS013,P0019,108,39,98,167
INV0002019,2025-04-01,NS013,P0043,180,157,38,61
INV0003394,2025-07-01,NS007,P0009,62,52,17,27
INV0001577,2025-04-01,NS001,P0034,159,148,47,58
INV0000322,2025-01-01,NS010,P0017,156,124,25,57
INV0005182,2025-10-01,NS014,P0043,156,16,,199
INV0003690,2025-08-01,NS001,P0008,176,167,59,68
INV0004663,2025-09-01,NS014,P0020,65,17,80,128
INV0005292,2025-11-01,NS002,P0045,190,39,54,205
INV0000788,2025-02-01,NS008,P0026,106,83,43,66
INV0000349,2025-01-01,NS010,P0019,134,53,98,179
INV0006165,2025-12-01,NS012,P0005,139,102,13,50
INV0003207,2025-07-01,NS002,P0044,136,93,25,68
INV0005104,2025-10-01,NS011,P0044,197,4,34,227
INV0002368,2025-05-01,NS008,P0048,93,17,88,164
INV0005376,2025-11-01,NS004,P0009,71,11,22,82
INV0000925,2025-02-01,NS012,P0022,73,37,95,131
INV0006245,2025-12-01,NS014,P0049,94,28,94,160
INV0005757,2025-11-01,NS015,P0008,104,66,50,88
INV0000746,2025-02-01,NS007,P0025,46,33,26,39
INV0003322,2025-07-01,NS005,P0049,180,85,54,149
INV0005883,2025-12-01,NS004,P0016,26,18,89,97
INV0002539,2025-05-01,NS013,P0039,132,66,56,122
INV0001028,2025-02-01,NS015,P0001,85,67,41,59
INV0002209,2025-05-01,NS004,P0018,143,54,6,95
INV0004141,2025-08-01,NS014,P0015,57,39,2,20
INV0000265,2025-01-01,NS008,P0010,129,104,25,50
INV0001511,2025-03-01,NS014,P0044,156,113,22,65
INV0004211,2025-09-01,NS001,P0022,40,25,9,24
INV0005546,2025-11-01,NS009,P0025,97,8,57,146
INV0003631,2025-07-01,NS014,P0008,103,55,,83
INV0003765,2025-08-01,NS003,P0002,149,118,90,121
INV0001810,2025-04-01,NS007,P0038,119,4,48,163
INV0002856,2025-06-01,NS007,P0021,76,51,43,68
INV0001375,2025-03-01,NS010,P0047,153,40,6,119
INV0001753,2025-04-01,NS006,P0012,113,42,36,107
INV0000682,2025-02-01,NS005,P0041,124,43,70,151
INV0003200,2025-07-01,NS002,P0014,82,38,37,81
INV0003072,2025-06-01,NS013,P0003,125,32,80,173
INV0002659,2025-06-01,NS001,P0043,175,14,44,205
INV0001060,2025-03-01,NS001,P0032,52,18,1,35
INV0005630,2025-11-01,NS011,P0021,138,108,72,102
INV0004325,2025-09-01,NS004,P0048,153,22,59,190
INV0000177,2025-01-01,NS006,P0006,174,149,62,87
INV0000526,2025-02-01,NS001,P0042,60,44,94,110
INV0001750,2025-04-01,NS005,P0050,39,6,97,130
INV0003259,2025-07-01,NS004,P0019,89,29,22,82
INV0001036,2025-02-01,NS015,P0039,199,127,44,116
INV0000896,2025-02-01,NS011,P0031,167,143,4,28
INV0000791,2025-02-01,NS008,P0045,53,12,67,108
INV0003833,2025-08-01,NS005,P0002,141,107,,113
INV0002982,2025-06-01,NS011,P0001,26,6,42,62
INV0000623,2025-02-01,NS003,P0025,72,59,46,59
INV0000192,2025-01-01,NS006,P0020,146,65,70,151
INV0005554,2025-11-01,NS009,P0033,84,60,34,58
INV0002261,2025-05-01,NS005,P0002,58,46,65,77
INV0001443,2025-03-01,NS012,P0024,48,7,42,83
INV0004557,2025-09-01,NS011,P0006,87,29,,87
INV0003437,2025-07-01,NS009,P0034,20,15,63,68
INV0003391,2025-07-01,NS007,P0039,142,13,97,226
INV0002731,2025-06-01,NS004,P0015,98,7,90,181
INV0005552,2025-11-01,NS009,P0045,129,3,10,136
INV0002760,2025-06-01,NS004,P0001,174,81,91,184
INV0000345,2025-01-01,NS010,P0005,179,117,59,121
INV0003769,2025-08-01,NS003,P0035,138,121,24,41
INV0005514,2025-11-01,NS008,P0034,34,14,,67
INV0002857,2025-06-01,NS007,P0032,176,73,57,160
INV0001132,2025-03-01,NS003,P0050,23,13,61,71
INV0003459,2025-07-01,NS009,P0018,55,4,21,72
INV0000846,2025-02-01,NS010,P0026,133,18,,180
INV0001446,2025-03-01,NS012,P0009,150,107,82,125
INV0003590,2025-07-01,NS013,P0037,29,23,99,105
INV0005075,2025-10-01,NS010,P0048,44,12,59,91
INV0004314,2025-09-01,NS004,P0006,143,103,57,97
INV0002558,2025-05-01,NS014,P0013,33,16,17,34
INV0001592,2025-04-01,NS001,P0032,109,50,41,100
INV0001202,2025-03-01,NS005,P0022,64,3,51,112
INV0001543,2025-03-01,NS015,P0040,129,76,18,71
INV0000675,2025-02-01,NS005,P0031,109,98,46,57
INV0001624,2025-04-01,NS002,P0023,90,25,88,153
INV0000141,2025-01-01,NS005,P0039,142,9,13,146
INV0006182,2025-12-01,NS012,P0025,88,11,88,165
INV0003140,2025-06-01,NS015,P0048,118,8,13,123
INV0000621,2025-02-01,NS003,P0047,136,79,58,115
INV0006133,2025-12-01,NS011,P0031,188,61,63,190
INV0003279,2025-07-01,NS004,P0018,168,75,13,106
INV0004306,2025-09-01,NS004,P0042,102,87,55,70
INV0002816,2025-06-01,NS006,P0003,98,83,34,49
INV0001479,2025-03-01,NS013,P0030,166,77,93,182
INV0003907,2025-08-01,NS007,P0033,136,80,77,133
INV0004731,2025-10-01,NS001,P0037,130,43,72,159
INV0003840,2025-08-01,NS005,P0045,150,60,71,161
INV0004033,2025-08-01,NS011,P0006,84,45,84,123
INV0002675,2025-06-01,NS002,P0031,100,25,2,77
INV0000418,2025-01-01,NS012,P0010,50,43,49,56
INV0002824,2025-06-01,NS006,P0039,130,89,99,140
INV0003158,2025-07-01,NS001,P0037,182,65,3,120
INV0004636,2025-09-01,NS013,P0022,142,50,25,117
INV0004437,2025-09-01,NS007,P0015,37,14,8,31
INV0002943,2025-06-01,NS010,P0010,110,73,42,79
INV0002927,2025-06-01,NS009,P0012,126,110,82,98
INV0002859,2025-06-01,NS007,P0050,51,41,52,62
INV0004405,2025-09-01,NS006,P0040,176,2,50,224
INV0004570,2025-09-01,NS011,P0002,132,43,67,156
INV0002180,2025-05-01,NS003,P0008,194,101,47,140
INV0000449,2025-01-01,NS013,P0014,144,131,33,46
INV0000163,2025-01-01,NS005,P0012,44,2,7,49
INV0002644,2025-06-01,NS001,P0022,198,0,34,232
INV0003752,2025-08-01,NS003,P0045,53,8,26,71
INV0000238,2025-01-01,NS007,P0050,66,31,14,49
INV0006223,2025-12-01,NS013,P0022,145,100,31,76
INV0003620,2025-07-01,NS014,P0018,138,18,,123
INV0000853,2025-02-01,NS010,P0016,40,22,82,100
INV0003106,2025-06-01,NS014,P0027,68,58,49,59
INV0002747,2025-06-01,NS004,P0050,151,76,35,110
INV0004750,2025-10-01,NS001,P0004,138,80,29,87
INV0003514,2025-07-01,NS011,P0033,112,104,71,79
INV0004603,2025-09-01,NS012,P0026,123,0,7,130
INV0002499,2025-05-01,NS012,P0003,113,14,86,185
INV0005113,2025-10-01,NS012,P0036,72,30,39,81
INV0005032,2025-10-01,NS009,P0031,30,1,44,73
INV0000272,2025-01-01,NS008,P0019,59,10,57,106
INV0000119,2025-01-01,NS004,P0038,44,17,90,117
INV0001639,2025-04-01,NS002,P0049,65,2,57,120
INV0005841,2025-12-01,NS002,P0030,98,55,73,116
INV0003408,2025-07-01,NS008,P0049,38,3,79,114
INV0005429,2025-11-01,NS006,P0043,198,175,31,54
INV0001552,2025-03-01,NS015,P0028,20,9,90,101
INV0002812,2025-06-01,NS006,P0020,159,74,33,118
INV0001172,2025-03-01,NS004,P0012,153,112,72,113
INV0004533,2025-09-01,NS010,P0021,44,18,,120
INV0001485,2025-03-01,NS013,P0024,99,21,5,83
INV0002271,2025-05-01,NS005,P0010,137,2,69,204
INV0005078,2025-10-01,NS011,P0020,50,3,32,79
INV0004457,2025-09-01,NS008,P0024,111,76,61,96
INV0002719,2025-06-01,NS003,P0049,176,154,,118
INV0005656,2025-11-01,NS012,P0037,78,33,12,57
INV0003770,2025-08-01,NS003,P0004,148,57,37,128
INV0000291,2025-01-01,NS009,P0019,51,3,85,133
INV0000038,2025-01-01,NS002,P0021,174,44,87,217
INV0006052,2025-12-01,NS008,P0038,170,76,41,135
INV0000297,2025-01-01,NS009,P0046,35,9,50,76
INV0000751,2025-02-01,NS007,P0044,140,40,30,130
INV0002904,2025-06-01,NS008,P0039,146,115,23,54
INV0003242,2025-07-01,NS003,P0030,90,57,94,127
INV0004208,2025-09-01,NS001,P0045,30,16,43,57
INV0001184,2025-03-01,NS004,P0044,167,91,16,92
INV0006111,2025-12-01,NS010,P0044,115,102,66,79
INV0005631,2025-11-01,NS011,P0048,78,43,7,42
INV0000165,2025-01-01,NS005,P0030,37,27,76,86
INV0002377,2025-05-01,NS008,P0045,146,34,19,131
INV0005240,2025-10-01,NS015,P0026,27,16,33,44
INV0002437,2025-05-01,NS010,P0012,150,91,16,75
INV0004616,2025-09-01,NS012,P0035,126,94,86,118
INV0003083,2025-06-01,NS014,P0016,49,5,72,116
INV0006266,2025-12-01,NS015,P0032,86,71,68,83
INV0002623,2025-05-01,NS015,P0027,152,76,88,164
INV0000123,2025-01-01,NS004,P0026,141,72,59,128
INV0004326,2025-09-01,NS004,P0038,130,118,0,12
INV0002921,2025-06-01,NS009,P0031,85,50,90,125
INV0004401,2025-09-01,NS006,P0014,134,26,3,111
INV0006262,2025-12-01,NS014,P0003,190,72,0,118
INV0003627,2025-07-01,NS014,P0012,118,10,95,203
INV0000218,2025-01-01,NS007,P0021,28,19,43,52
INV0002058,2025-04-01,NS014,P0010,108,31,57,134
INV0003988,2025-08-01,NS009,P0023,47,42,8,13
INV0003943,2025-08-01,NS008,P0009,38,33,95,100
INV0003502,2025-07-01,NS011,P0001,126,61,96,161
INV0005125,2025-10-01,NS012,P0025,140,15,4,129
INV0004271,2025-09-01,NS003,P0007,128,37,31,122
INV0002598,2025-05-01,NS015,P0007,51,11,68,108
INV0005239,2025-10-01,NS015,P0027,108,60,87,135
INV0003377,2025-07-01,NS007,P0037,65,49,75,91
INV0002680,2025-06-01,NS002,P0021,178,147,92,123
INV0005276,2025-11-01,NS001,P0007,28,19,78,87
INV0003704,2025-08-01,NS001,P0032,166,155,85,96
INV0003265,2025-07-01,NS004,P0026,115,66,60,109
INV0005806,2025-12-01,NS001,P0035,86,45,44,85
INV0006281,2025-12-01,NS015,P0044,50,40,80,90
INV0002554,2025-05-01,NS013,P0033,132,92,61,101
INV0002078,2025-04-01,NS015,P0042,177,159,69,87
INV0005279,2025-11-01,NS001,P0029,182,41,92,233
INV0003270,2025-07-01,NS004,P0028,176,150,79,105
INV0005368,2025-11-01,NS004,P0029,73,24,14,63
INV0000288,2025-01-01,NS009,P0038,90,64,59,85
INV0002242,2025-05-01,NS005,P0034,106,51,30,85
INV0005968,2025-12-01,NS006,P0036,179,57,83,205
INV0005367,2025-11-01,NS004,P0045,51,20,41,72
INV0004989,2025-10-01,NS008,P0017,176,43,53,186
INV0004215,2025-09-01,NS001,P0027,81,28,80,133
INV0003440,2025-07-01,NS009,P0027,48,43,3,8
INV0004583,2025-09-01,NS011,P0047,110,38,,81
INV0001242,2025-03-01,NS006,P0017,197,151,7,53
INV0004484,2025-09-01,NS009,P0009,61,47,78,92
INV0003368,2025-07-01,NS007,P0042,27,2,67,92
INV0002184,2025-05-01,NS003,P0010,32,25,60,67
INV0001605,2025-04-01,NS001,P0043,137,4,,225
INV0004205,2025-09-01,NS001,P0036,185,26,37,196
INV0003969,2025-08-01,NS009,P0017,180,165,88,103
INV0005345,2025-11-01,NS003,P0013,29,3,48,74
INV0005713,2025-11-01,NS014,P0045,73,67,36,42
INV0005183,2025-10-01,NS014,P0033,65,8,46,103
INV0005857,2025-12-01,NS003,P0050,96,91,17,22
INV0000498,2025-01-01,NS015,P0019,74,67,91,98
INV0002586,2025-05-01,NS014,P0050,181,2,35,214
INV0002916,2025-06-01,NS009,P0007,187,109,8,86
INV0001766,2025-04-01,NS006,P0044,78,57,37,58
INV0002767,2025-06-01,NS005,P0047,75,2,44,117
INV0004977,2025-10-01,NS008,P0047,76,12,33,97
INV0002336,2025-05-01,NS007,P0027,102,25,97,174
INV0003307,2025-07-01,NS005,P0041,174,32,70,212
INV0004893,2025-10-01,NS005,P0016,34,28,42,48
INV0002394,2025-05-01,NS009,P0032,135,96,48,87
INV0005050,2025-10-01,NS010,P0029,147,35,39,151
INV0003454,2025-07-01,NS009,P0012,132,106,72,98
INV0005009,2025-10-01,NS009,P0048,55,26,14,43
INV0005706,2025-11-01,NS014,P0012,59,22,28,65
INV0001001,2025-02-01,NS014,P0032,29,15,93,107
INV0000006,2025-01-01,NS001,P0049,185,75,28,138
INV0003397,2025-07-01,NS008,P0031,65,27,57,95
INV0004158,2025-08-01,NS014,P0005,96,62,27,61
INV0003240,2025-07-01,NS003,P0050,146,85,28,89
INV0000950,2025-02-01,NS013,P0029,181,12,44,213
INV0000807,2025-02-01,NS009,P0030,149,8,69,210
INV0002257,2025-05-01,NS005,P0039,75,42,53,86
INV0000420,2025-01-01,NS012,P0039,41,10,,100
INV0001887,2025-04-01,NS009,P0035,124,71,45,98
INV0006180,2025-12-01,NS012,P0004,108,59,67,116
INV0001951,2025-04-01,NS011,P0041,99,69,85,115
INV0001858,2025-04-01,NS009,P0008,30,18,14,26
INV0003122,2025-06-01,NS015,P0001,172,85,5,92
INV0003666,2025-07-01,NS015,P0015,197,164,24,57
INV0000136,2025-01-01,NS004,P0045,177,122,95,150
INV0006177,2025-12-01,NS012,P0036,71,11,13,73
INV0001595,2025-04-01,NS001,P0047,63,58,54,59
INV0003099,2025-06-01,NS014,P0050,119,57,96,158
INV0004622,2025-09-01,NS013,P0035,139,79,1,61
INV0003551,2025-07-01,NS012,P0006,34,23,75,86
INV0001123,2025-03-01,NS003,P0047,66,18,15,63
INV0003608,2025-07-01,NS014,P0037,190,66,23,147
INV0005796,2025-12-01,NS001,P0042,124,86,84,122
INV0005644,2025-11-01,NS012,P0010,166,24,36,178
INV0006122,2025-12-01,NS010,P0040,37,2,44,79
INV0001550,2025-03-01,NS015,P0009,167,137,70,100
INV0001642,2025-04-01,NS002,P0029,134,7,,128
INV0000743,2025-02-01,NS007,P0007,197,81,99,215
INV0002233,2025-05-01,NS004,P0042,150,39,,184
INV0000429,2025-01-01,NS013,P0039,70,63,16,23
INV0002427,2025-05-01,NS010,P0006,67,46,50,71
INV0005132,2025-10-01,NS012,P0023,121,13,49,157
INV0005450,2025-11-01,NS006,P0046,97,31,67,133
INV0001281,2025-03-01,NS007,P0042,129,33,67,163
INV0004279,2025-09-01,NS003,P0043,103,86,50,67
INV0000430,2025-01-01,NS013,P0048,99,88,81,92
INV0000824,2025-02-01,NS009,P0043,37,24,67,80
INV0000388,2025-01-01,NS012,P0001,135,42,96,189
INV0003786,2025-08-01,NS004,P0037,170,31,69,208
INV0001300,2025-03-01,NS008,P0036,178,57,57,178
INV0003874,2025-08-01,NS006,P0037,123,30,12,105
INV0004755,2025-10-01,NS001,P0035,52,4,29,77
INV0001638,2025-04-01,NS002,P0015,30,17,50,63
INV0005486,2025-11-01,NS007,P0027,110,69,17,58
INV0002599,2025-05-01,NS015,P0050,186,75,11,122
INV0001510,2025-03-01,NS014,P0008,112,102,58,68
INV0002543,2025-05-01,NS013,P0034,87,34,83,136
INV0003352,2025-07-01,NS006,P0050,110,48,95,157
INV0004357,2025-09-01,NS005,P0031,151,56,10,105
INV0005328,2025-11-01,NS003,P0020,117,1,63,179
INV0000064,2025-01-01,NS002,P0043,64,34,43,73
INV0005273,2025-11-01,NS001,P0014,198,25,63,236
INV0001467,2025-03-01,NS012,P0010,89,63,12,38
INV0001630,2025-04-01,NS002,P0027,139,32,56,163
INV0004812,2025-10-01,NS003,P0043,96,49,36,83
INV0000569,2025-02-01,NS002,P0017,37,4,63,96
INV0004493,2025-09-01,NS009,P0020,21,6,53,68
INV0004808,2025-10-01,NS003,P0010,56,40,96,112
INV0001538,2025-03-01,NS014,P0001,122,117,19,24
INV0002114,2025-05-01,NS001,P0004,172,148,44,68
INV0000395,2025-01-01,NS012,P0035,35,6,62,91
INV0000325,2025-01-01,NS010,P0043,89,22,64,131
INV0006239,2025-12-01,NS014,P0025,165,43,92,214
INV0004034,2025-08-01,NS011,P0031,118,95,98,121
INV0003910,2025-08-01,NS007,P0035,161,52,,195
INV0000718,2025-02-01,NS006,P0011,37,29,23,31
INV0000712,2025-02-01,NS006,P0024,93,79,33,47
INV0004052,2025-08-01,NS011,P0014,196,65,63,194
INV0003208,2025-07-01,NS002,P0007,96,29,30,97
INV0000989,2025-02-01,NS014,P0026,53,36,63,80
INV0004811,2025-10-01,NS003,P0030,78,49,75,104
INV0000993,2025-02-01,NS014,P0036,112,29,91,174
INV0002571,2025-05-01,NS014,P0016,154,70,74,158
INV0002945,2025-06-01,NS010,P0019,148,6,86,228
INV0002497,2025-05-01,NS012,P0047,30,2,11,39
INV0004115,2025-08-01,NS013,P0022,35,12,96,119
INV0000101,2025-01-01,NS003,P0031,33,12,90,111
INV0004925,2025-10-01,NS006,P0020,133,126,95,102
INV0002003,2025-04-01,NS013,P0022,89,74,77,92
INV0003342,2025-07-01,NS006,P0007,193,15,91,269
INV0004525,2025-09-01,NS010,P0019,195,110,57,142
INV0004586,2025-09-01,NS012,P0011,154,67,58,145
INV0004305,2025-09-01,NS003,P0033,57,21,41,77
INV0000190,2025-01-01,NS006,P0015,142,122,99,119
INV0001936,2025-04-01,NS011,P0016,150,137,59,72
INV0005499,2025-11-01,NS008,P0047,164,36,98,226
INV0000054,2025-01-01,NS002,P0036,149,17,23,155
INV0002676,2025-06-01,NS002,P0050,23,11,90,102
INV0003280,2025-07-01,NS004,P0029,128,122,23,29
INV0004698,2025-09-01,NS015,P0032,49,33,0,16
INV0004316,2025-09-01,NS004,P0036,180,132,31,79
INV0004428,2025-09-01,NS007,P0011,74,56,4,22
INV0002111,2025-05-01,NS001,P0030,141,10,57,188
INV0000783,2025-02-01,NS008,P0042,195,184,24,35
INV0001415,2025-03-01,NS011,P0035,48,3,68,113
INV0002381,2025-05-01,NS009,P0034,166,108,32,90
INV0004599,2025-09-01,NS012,P0030,194,187,43,50
INV0005200,2025-10-01,NS014,P0019,108,33,,93
INV0002355,2025-05-01,NS008,P0041,42,29,86,99
INV0006056,2025-12-01,NS009,P0049,189,66,43,166
INV0003358,2025-07-01,NS006,P0021,77,37,4,44
INV0003485,2025-07-01,NS010,P0008,38,13,77,102
INV0005308,2025-11-01,NS002,P0049,163,149,19,33
INV0004049,2025-08-01,NS011,P0023,53,13,37,77
INV0000994,2025-02-01,NS014,P0024,133,43,35,125
INV0002588,2025-05-01,NS014,P0043,187,12,13,188
INV0005361,2025-11-01,NS004,P0024,177,96,5,86
INV0001917,2025-04-01,NS010,P0019,103,60,34,77
INV0002570,2025-05-01,NS014,P0031,133,91,89,131
INV0000907,2025-02-01,NS011,P0029,111,91,96,116
INV0000882,2025-02-01,NS011,P0026,115,25,37,127
INV0002022,2025-04-01,NS013,P0042,110,23,74,161
INV0001302,2025-03-01,NS008,P0030,43,2,26,67
INV0001024,2025-02-01,NS015,P0033,168,136,89,121
INV0004254,2025-09-01,NS002,P0028,110,50,10,70
INV0002103,2025-05-01,NS001,P0018,84,18,32,98
INV0003139,2025-06-01,NS015,P0025,144,132,36,48
INV0000906,2025-02-01,NS011,P0016,75,23,14,66
INV0003223,2025-07-01,NS003,P0031,50,6,73,117
INV0002791,2025-06-01,NS005,P0036,151,43,12,120
INV0004131,2025-08-01,NS014,P0020,38,15,0,23
INV0000216,2025-01-01,NS007,P0018,118,21,74,171
INV0000732,2025-02-01,NS006,P0002,122,63,26,85
INV0002168,2025-05-01,NS002,P0024,31,10,17,38
INV0002452,2025-05-01,NS011,P0016,150,65,0,85
INV0001063,2025-03-01,NS001,P0019,186,53,88,221
INV0004744,2025-10-01,NS001,P0045,127,30,44,141
INV0003395,2025-07-01,NS007,P0008,27,10,73,90
INV0004447,2025-09-01,NS008,P0025,111,66,53,98
INV0001860,2025-04-01,NS009,P0034,151,69,72,154
INV0005130,2025-10-01,NS012,P0001,127,113,22,36
INV0004423,2025-09-01,NS007,P0025,137,81,,128
INV0001397,2025-03-01,NS010,P0034,77,72,68,73
INV0003738,2025-08-01,NS002,P0001,129,5,30,154
INV0001536,2025-03-01,NS014,P0010,150,120,33,63
INV0001674,2025-04-01,NS003,P0009,171,141,17,47
INV0002679,2025-06-01,NS002,P0048,185,68,39,156
INV0001717,2025-04-01,NS005,P0030,92,56,96,132
INV0005564,2025-11-01,NS009,P0041,142,118,21,45
INV0001729,2025-04-01,NS005,P0038,127,33,96,190
INV0000670,2025-02-01,NS005,P0042,61,13,6,54
INV0000617,2025-02-01,NS003,P0003,171,73,51,149
INV0001908,2025-04-01,NS010,P0029,66,35,80,111
INV0005614,2025-11-01,NS011,P0001,131,53,83,161
INV0005521,2025-11-01,NS008,P0009,161,21,,160
INV0004581,2025-09-01,NS011,P0025,162,136,50,76
INV0001711,2025-04-01,NS004,P0021,51,29,64,86
INV0001512,2025-03-01,NS014,P0026,165,59,0,106
INV0005792,2025-12-01,NS001,P0013,33,25,0,8
INV0003691,2025-08-01,NS001,P0016,32,23,38,47
INV0003244,2025-07-01,NS003,P0019,76,10,46,112
INV0003697,2025-08-01,NS001,P0017,98,84,45,59
INV0002636,2025-06-01,NS001,P0001,107,72,21,56
INV0000967,2025-02-01,NS013,P0020,151,56,23,118
